date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:15:15	699/699	---M--	200	added ('OK')	image/svg+xml	etag:%2237820a6-2bb-5d5ae55ad4d80%22	https://ignitedmindsit.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/admin/images/templately/logo-icon.svg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/admin/images/templately/logo-icon.svg	(from https://ignitedmindsit.com/)
15:15:16	137254/137254	---M--	200	added ('OK')	text/css	etag:%223781d13-21826-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.5.3	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/css/frontend.min1aae.css	(from https://ignitedmindsit.com/)
15:15:16	947/947	---M--	200	added ('OK')	text/css	etag:%2237a0633-3b3-5f4a81a15ec57%22	https://ignitedmindsit.com/wp-content/uploads/elementor/css/post-28.css?ver=1676377712	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/elementor/css/post-2897ab.css	(from https://ignitedmindsit.com/)
15:15:16	26332/26332	---M--	200	added ('OK')	text/css	etag:%2237a0635-66dc-5f4a81a193fec%22	https://ignitedmindsit.com/wp-content/uploads/elementor/css/global.css?ver=1676377713	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/elementor/css/global02fe.css	(from https://ignitedmindsit.com/)
15:15:16	60367/60367	---M--	200	added ('OK')	text/css	etag:%2237a0636-ebcf-5f4a81a1d8d83%22	https://ignitedmindsit.com/wp-content/uploads/elementor/css/post-12.css?ver=1676377713	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/elementor/css/post-1202fe.css	(from https://ignitedmindsit.com/)
15:15:16	75684/75684	---M--	200	added ('OK')	text/css	etag:%2237822a1-127a4-5d5ae5551c000%22	https://ignitedmindsit.com/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.6.7	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend694e.css	(from https://ignitedmindsit.com/)
15:15:16	15663/15663	---M--	200	added ('OK')	text/css	etag:%2237a0637-3d2f-5f4a81a1e4134%22	https://ignitedmindsit.com/wp-content/uploads/elementor/css/post-316.css?ver=1676377713	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/elementor/css/post-31602fe.css	(from https://ignitedmindsit.com/)
15:15:17	11448/11448	---M--	200	added ('OK')	text/css	etag:%2237a0638-2cb8-5f4a81a1ef0fd%22	https://ignitedmindsit.com/wp-content/uploads/elementor/css/post-338.css?ver=1676377713	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/elementor/css/post-33802fe.css	(from https://ignitedmindsit.com/)
15:15:17	189330/189330	---M--	200	added ('OK')	text/css	etag:%2237a01bb-2e392-5c2ea56af0600%22	https://ignitedmindsit.com/wp-content/themes/go/dist/css/style-shared.min.css?ver=1.4.4	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/themes/go/dist/css/style-shared.minc2d0.css	(from https://ignitedmindsit.com/)
15:15:17	10531/10531	---M--	200	added ('OK')	text/css	etag:%2237a01c7-2923-5c2ea56af0600%22	https://ignitedmindsit.com/wp-content/themes/go/dist/css/design-styles/style-modern.min.css?ver=1.4.4	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/themes/go/dist/css/design-styles/style-modern.minc2d0.css	(from https://ignitedmindsit.com/)
15:15:17	57912/57912	---M--	200	added ('OK')	text/css	etag:%223781df2-e238-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://ignitedmindsit.com/)
15:15:18	669/669	---M--	200	added ('OK')	text/css	etag:%223781df6-29d-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://ignitedmindsit.com/)
15:15:18	675/675	---M--	200	added ('OK')	text/css	etag:%223781dee-2a3-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://ignitedmindsit.com/)
15:15:18	677/677	---M--	200	added ('OK')	text/css	etag:%223781df4-2a5-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://ignitedmindsit.com/)
15:15:18	89521/89521	---M--	200	added ('OK')	text/javascript	etag:%2231c22f9-15db1-5bd3006388300%22	https://ignitedmindsit.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://ignitedmindsit.com/)
15:15:18	11224/11224	---M--	200	added ('OK')	text/javascript	etag:%2231c22f1-2bd8-5b45debe27b80%22	https://ignitedmindsit.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://ignitedmindsit.com/)
15:15:19	1164/1164	---M--	200	added ('OK')	text/javascript	etag:%223782756-48c-5c35ec6c9a840%22	https://ignitedmindsit.com/wp-content/plugins/preloader-plus//assets/js/preloader-plus.min.js?ver=2.2.1	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/preloader-plus/assets/js/preloader-plus.min77e6.js	(from https://ignitedmindsit.com/)
15:15:20	122945/122945	---MC-	200	added ('OK')	application/json	date:Sat,%2011%20May%202024%2009:45:20%20GMT	https://ignitedmindsit.com/wp-json/	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-json/index.html	(from https://ignitedmindsit.com/)
15:15:20	261513/261513	---MC-	200	added ('OK')	application/json	date:Sat,%2011%20May%202024%2009:45:19%20GMT	https://ignitedmindsit.com/wp-json/wp/v2/pages/12	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-json/wp/v2/pages/12.json	(from https://ignitedmindsit.com/)
15:15:20	822/822	---MC-	200	added ('OK')	text/xml	date:Sat,%2011%20May%202024%2009:45:20%20GMT	https://ignitedmindsit.com/xmlrpc.php?rsd	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/xmlrpc0db0.php	(from https://ignitedmindsit.com/)
15:15:20	1045/1045	---M--	200	added ('OK')	application/xml	etag:%2231c2163-415-4ed4785da9bc0%22	https://ignitedmindsit.com/wp-includes/wlwmanifest.xml	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-includes/wlwmanifest.xml	(from https://ignitedmindsit.com/)
15:15:20	2249/2249	---MC-	200	added ('OK')	application/json	date:Sat,%2011%20May%202024%2009:45:21%20GMT	https://ignitedmindsit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fignitedmindsit.com%2F	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-json/oembed/1.0/embedbbae.json	(from https://ignitedmindsit.com/)
15:15:20	2324/2324	---MC-	200	added ('OK')	text/xml	date:Sat,%2011%20May%202024%2009:45:21%20GMT	https://ignitedmindsit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fignitedmindsit.com%2F&format=xml	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-json/oembed/1.0/embedab49	(from https://ignitedmindsit.com/)
15:15:20	14904/14904	---M--	200	added ('OK')	image/png	etag:%2237a0448-3a38-5c3127d71f040%22	https://ignitedmindsit.com/wp-content/uploads/2021/05/ignited-minds-Logo-150x150.png	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/05/ignited-minds-Logo-150x150.png	(from https://ignitedmindsit.com/)
15:15:21	36995/36995	---M--	200	added ('OK')	image/png	etag:%2237a0449-9083-5c3127d71f040%22	https://ignitedmindsit.com/wp-content/uploads/2021/05/ignited-minds-Logo-300x300.png	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/05/ignited-minds-Logo-300x300.png	(from https://ignitedmindsit.com/)
15:15:21	30340/30340	---M--	200	added ('OK')	image/png	etag:%2237a0446-7684-5c2ef57689fc0%22	https://ignitedmindsit.com/wp-content/uploads/2021/05/ignited-minds-2-300x300.png	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/05/ignited-minds-2-300x300.png	(from https://ignitedmindsit.com/)
15:15:21	19235/19235	---M--	200	added ('OK')	image/jpeg	etag:%2237a055b-4b23-5c45c346ac0c0%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/Milestones-Achieved-300x300.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/Milestones-Achieved-300x300.jpg	(from https://ignitedmindsit.com/)
15:15:21	28917/28917	---M--	200	added ('OK')	image/jpeg	etag:%2237a0506-70f5-5c54311a41540%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/Milestones-Achieved-1-300x300.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/Milestones-Achieved-1-300x300.jpg	(from https://ignitedmindsit.com/)
15:15:21	16560/16560	---M--	200	added ('OK')	image/jpeg	etag:%2237a0421-40b0-5c367c96d8900%22	https://ignitedmindsit.com/wp-content/uploads/2021/05/Untitled-design-20-300x300.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/05/Untitled-design-20-300x300.jpg	(from https://ignitedmindsit.com/)
15:15:22	30728/30728	---M--	200	added ('OK')	image/jpeg	etag:%2237a0555-7808-5c5d7f83de640%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/Milestones-Achieved-3-300x300.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/Milestones-Achieved-3-300x300.jpg	(from https://ignitedmindsit.com/)
15:15:23	91259/91259	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2009:45:23%20GMT	https://ignitedmindsit.com/about-us/	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/about-us/index.html	(from https://ignitedmindsit.com/)
15:15:23	193922/193922	---M--	200	added ('OK')	image/jpeg	etag:%2237a0501-2f582-5c459f1d5b000%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/Ignited-minds-7.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/Ignited-minds-7.jpg	(from https://ignitedmindsit.com/)
15:15:23	169590/169590	---M--	200	added ('OK')	image/jpeg	etag:%2237a04fd-29676-5c45053264cc0%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/Ignited-minds-6.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/Ignited-minds-6.jpg	(from https://ignitedmindsit.com/)
15:15:23	96105/96105	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2009:45:23%20GMT	https://ignitedmindsit.com/courses/	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/courses/index.html	(from https://ignitedmindsit.com/)
15:15:23	114724/114724	---M--	200	added ('OK')	image/jpeg	etag:%2237a05da-1c024-5c450aad3fa80%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/Untitled-design-15-1024x853.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/Untitled-design-15-1024x853.jpg	(from https://ignitedmindsit.com/)
15:15:24	104440/104440	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2009:45:24%20GMT	https://ignitedmindsit.com/oracle/	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/oracle/index.html	(from https://ignitedmindsit.com/)
15:15:24	278569/278569	---M--	200	added ('OK')	image/png	etag:%2237a0492-44029-5c3f715e1a0c0%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/1.png	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/1.png	(from https://ignitedmindsit.com/)
15:15:24	166058/166058	---M--	200	added ('OK')	image/png	etag:%2237a04e3-288aa-5c5db65fad3c0%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/Akash-Jaiswal-1.png	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/Akash-Jaiswal-1.png	(from https://ignitedmindsit.com/)
15:15:25	210353/210353	---M--	200	added ('OK')	image/png	etag:%2237a04a0-335b1-5c3f7164c7080%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/2.png	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/2.png	(from https://ignitedmindsit.com/)
15:15:25	100254/100254	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2009:45:24%20GMT	https://ignitedmindsit.com/python/	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/python/index.html	(from https://ignitedmindsit.com/)
15:15:25	221261/221261	---M--	200	added ('OK')	image/png	etag:%2237a04e8-3604d-5c5db66289a80%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/Akash-Jaiswal.png	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/Akash-Jaiswal.png	(from https://ignitedmindsit.com/)
15:15:26	99963/99963	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2009:45:25%20GMT	https://ignitedmindsit.com/awsdeops/	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/awsdeops/index.html	(from https://ignitedmindsit.com/)
15:15:27	100140/100140	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2009:45:26%20GMT	https://ignitedmindsit.com/reactjs/	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/reactjs/index.html	(from https://ignitedmindsit.com/)
15:15:27	105395/105395	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2009:45:26%20GMT	https://ignitedmindsit.com/snowflake-online-training/	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/snowflake-online-training/index.html	(from https://ignitedmindsit.com/)
15:15:27	166564/166564	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2009:45:26%20GMT	https://ignitedmindsit.com/placements/	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/placements/index.html	(from https://ignitedmindsit.com/)
15:15:27	246242/246242	---M--	200	added ('OK')	image/png	etag:%2237a04b5-3c1e2-5c3f716897980%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/3.png	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/3.png	(from https://ignitedmindsit.com/)
15:15:28	56353/56353	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2009:45:28%20GMT	https://ignitedmindsit.com/videos-notes/	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/videos-notes/index.html	(from https://ignitedmindsit.com/)
15:15:28	97014/97014	---M-Z	200	added ('OK')	text/html	date:Sat,%2011%20May%202024%2009:45:28%20GMT	https://ignitedmindsit.com/registration/	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/registration/index.html	(from https://ignitedmindsit.com/)
15:15:28	215723/215723	---M--	200	added ('OK')	image/png	etag:%2237a04d1-34aab-5c3f717038b80%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/5.png	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/5.png	(from https://ignitedmindsit.com/)
15:15:28	216327/216327	---M--	200	added ('OK')	image/png	etag:%2237a04c2-34d07-5c3f716b74040%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/4.png	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/4.png	(from https://ignitedmindsit.com/)
15:15:28	8021/8021	---M--	200	added ('OK')	image/jpeg	etag:%2237a03ce-1f55-5c3563026b480%22	https://ignitedmindsit.com/wp-content/uploads/2021/05/4-300x300.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/05/4-300x300.jpg	(from https://ignitedmindsit.com/)
15:15:29	11982/11982	---M--	200	added ('OK')	image/jpeg	etag:%2237a05f9-2ece-5c4570ebcb400%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/Untitled-design-33-300x300.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/Untitled-design-33-300x300.jpg	(from https://ignitedmindsit.com/)
15:15:29	11207/11207	---M--	200	added ('OK')	image/jpeg	etag:%2237a03d8-2bc7-5c3563063bd80%22	https://ignitedmindsit.com/wp-content/uploads/2021/05/6-300x300.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/05/6-300x300.jpg	(from https://ignitedmindsit.com/)
15:15:29	12089/12089	---M--	200	added ('OK')	image/jpeg	etag:%2237a060d-2f39-5c45739f35340%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/Untitled-design-37-300x300.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/Untitled-design-37-300x300.jpg	(from https://ignitedmindsit.com/)
15:15:29	18342/18342	---M--	200	added ('OK')	image/jpeg	etag:%2237a05ef-47a6-5c456fc23f600%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/Untitled-design-31-300x300.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/Untitled-design-31-300x300.jpg	(from https://ignitedmindsit.com/)
15:15:29	8863/8863	---M--	200	added ('OK')	image/jpeg	etag:%2237a03e0-229f-5c35630918440%22	https://ignitedmindsit.com/wp-content/uploads/2021/05/7-300x300.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/05/7-300x300.jpg	(from https://ignitedmindsit.com/)
15:15:30	9939/9939	---M--	200	added ('OK')	image/jpeg	etag:%2237a05f4-26d3-5c45705ea6700%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/Untitled-design-32-300x300.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/Untitled-design-32-300x300.jpg	(from https://ignitedmindsit.com/)
15:15:30	9425/9425	---M--	200	added ('OK')	image/jpeg	etag:%2237a05fe-24d1-5c45717337380%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/Untitled-design-34-300x300.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/Untitled-design-34-300x300.jpg	(from https://ignitedmindsit.com/)
15:15:30	11703/11703	---M--	200	added ('OK')	image/jpeg	etag:%2237a0603-2db7-5c45720cc1dc0%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/Untitled-design-35-300x300.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/Untitled-design-35-300x300.jpg	(from https://ignitedmindsit.com/)
15:15:30	7939/7939	---M--	200	added ('OK')	image/jpeg	etag:%2237a03e5-1f03-5c35630b008c0%22	https://ignitedmindsit.com/wp-content/uploads/2021/05/8-300x300.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/05/8-300x300.jpg	(from https://ignitedmindsit.com/)
15:15:31	9893/9893	---M--	200	added ('OK')	image/jpeg	etag:%2237a05ea-26a5-5c456f4eda5c0%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/Untitled-design-30-300x300.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/Untitled-design-30-300x300.jpg	(from https://ignitedmindsit.com/)
15:15:31	13201/13201	---M--	200	added ('OK')	image/jpeg	etag:%2237a0608-3391-5c45733094e40%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/Untitled-design-36-300x300.jpg	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/Untitled-design-36-300x300.jpg	(from https://ignitedmindsit.com/)
15:15:31	55595/55595	---M--	200	added ('OK')	image/png	etag:%2237a0496-d92b-5c4712c3b8500%22	https://ignitedmindsit.com/wp-content/uploads/2021/06/18117445-Converted.png	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/uploads/2021/06/18117445-Converted.png	(from https://ignitedmindsit.com/)
15:15:31	59016/59016	---M--	200	added ('OK')	text/css	etag:%2231c1cc9-e688-5bca85cdbf580%22	https://ignitedmindsit.com/wp-includes/css/dashicons.min.css?ver=5.8.9	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-includes/css/dashicons.min29ad.css	(from https://ignitedmindsit.com/)
15:15:31	44624/44624	---M--	200	added ('OK')	text/css	etag:%223782451-ae50-5d5ae56a17180%22	https://ignitedmindsit.com/wp-content/plugins/ninja-forms/assets/css/display-opinions-light.css?ver=5.8.9	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/ninja-forms/assets/css/display-opinions-light29ad.css	(from https://ignitedmindsit.com/)
15:15:32	27466/27466	---M--	200	added ('OK')	text/css	etag:%223782458-6b4a-5d5ae56a17180%22	https://ignitedmindsit.com/wp-content/plugins/ninja-forms/assets/css/font-awesome.min.css?ver=5.8.9	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/ninja-forms/assets/css/font-awesome.min29ad.css	(from https://ignitedmindsit.com/)
15:15:32	18468/18468	---M--	200	added ('OK')	text/css	etag:%223781dcf-4824-5d5ae550574c0%22	https://ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.5.3	E:/INTERNSHIP/PARCTICE/dFGW/ignitedmindsit/ignitedmindsit.com/wp-content/plugins/elementor/assets/lib/animations/animations.min1aae.css	(from https://ignitedmindsit.com/)
